Date,MA,Price,lower,upper
2017-01-12,8.9775,9.15,8.80907462999,9.14592537001
2017-01-13,9.002,9.27,8.8282609337,9.1757390663
2017-01-17,9.0385,9.42,8.85723906567,9.21976093433
2017-01-18,9.049,9.22,8.86344535491,9.23455464509
2017-01-19,9.0615,9.17,8.87667362344,9.24632637656
2017-01-20,9.092,9.51,8.8860976215,9.2979023785
2017-01-23,9.117,9.4,8.90536227577,9.32863772423
2017-01-24,9.173,10.13,8.86494839803,9.48105160197
2017-01-25,9.2135,10.0,8.85412517735,9.57287482265
2017-01-26,9.2605,10.03,8.85911457032,9.66188542968
2017-01-27,9.3165,10.07,8.88380617364,9.74919382636
2017-01-30,9.4145,10.8,8.88441088138,9.94458911862
2017-01-31,9.5165,10.75,8.93530092187,10.0976990781
2017-02-01,9.6065,10.57,9.00787635934,10.2051236407
2017-02-02,9.704,10.97,9.04971533638,10.3582846636
2017-02-03,9.7155,9.58,9.06575936349,10.3652406365
2017-02-06,9.7375,9.51,9.10350784498,10.371492155
2017-02-07,9.7515,9.34,9.13029340668,10.3727065933
2017-02-08,9.7425,8.84,9.10895629071,10.3760437093
2017-02-09,9.7235,8.74,9.06509462975,10.3819053703
2017-02-10,9.711,8.9,9.0389027326,10.3830972674
2017-02-13,9.7,9.05,9.01856961587,10.3814303841
2017-02-14,9.6875,9.17,8.99841307553,10.3765869245
2017-02-15,9.6985,9.44,9.01553991794,10.3814600821
2017-02-16,9.7065,9.33,9.02914232414,10.3838576759
2017-02-17,9.6935,9.25,9.00970813416,10.3772918658
2017-02-21,9.6965,9.46,9.01393305707,10.3790669429
2017-02-22,9.6655,9.51,8.98961091692,10.3413890831
2017-02-23,9.644,9.57,8.97248639156,10.3155136084
2017-02-24,9.614,9.43,8.9472529873,10.2807470127
2017-02-27,9.5935,9.66,8.93526252086,10.2517374791
2017-02-28,9.5235,9.4,8.92896103664,10.1180389634
2017-03-01,9.457,9.42,8.93718120566,9.97681879434
2017-03-02,9.392,9.27,8.94210410561,9.84189589439
2017-03-03,9.2855,8.84,9.01082363541,9.56017636459
2017-03-06,9.2135,8.14,8.8467751641,9.5802248359
2017-03-07,9.1345,7.93,8.67624846025,9.59275153975
2017-03-08,9.0665,7.98,8.54395284776,9.58904715224
2017-03-09,9.0225,7.96,8.44564943101,9.59935056899
2017-03-10,8.984,7.97,8.36327546579,9.60472453421
2017-03-13,8.9175,7.57,8.22071886695,9.61428113305
2017-03-14,8.827,7.24,8.03702265189,9.61697734811
2017-03-15,8.736,7.35,7.88513418709,9.58686581291
2017-03-16,8.6895,8.51,7.85385669282,9.52514330718
2017-03-17,8.6515,8.57,7.82934445703,9.47365554297
2017-03-20,8.622,8.66,7.81195386746,9.43204613254
2017-03-21,8.569,8.4,7.7823287987,9.3556712013
2017-03-22,8.51,8.33,7.75396463463,9.26603536537
2017-03-23,8.4495,8.36,7.73550844027,9.16349155973
2017-03-24,8.393,8.3,7.7169814702,9.0690185298
2017-03-27,8.3315,8.43,7.72437324656,8.93862675344
2017-03-28,8.29,8.57,7.73349776564,8.84650223436
2017-03-29,8.2555,8.73,7.75407597521,8.75692402479
2017-03-30,8.225,8.66,7.77235281545,8.67764718455
2017-03-31,8.218,8.7,7.77437142136,8.66162857864
2017-04-03,8.2415,8.61,7.78984485675,8.69315514325
2017-04-04,8.2665,8.43,7.81917726239,8.71382273761
2017-04-05,8.289,8.43,7.84554585474,8.73245414526
2017-04-06,8.3165,8.51,7.8774906487,8.7555093513
2017-04-07,8.3455,8.55,7.91145567774,8.77954432226
2017-04-10,8.4015,8.69,8.00189130983,8.80110869017
2017-04-11,8.487,8.95,8.1758374938,8.7981625062
2017-04-12,8.554,8.69,8.39205784009,8.71594215991
2017-04-13,8.56,8.63,8.39755162763,8.72244837237
2017-04-17,8.569,8.75,8.40107457796,8.73692542204
2017-04-18,8.5735,8.75,8.40184321268,8.74515678732
2017-04-19,8.5975,8.88,8.41800142941,8.77699857059
2017-04-20,8.6295,8.97,8.44327786326,8.81572213674
2017-04-21,8.655,8.87,8.47274800557,8.83725199443
2017-04-24,8.6905,9.01,8.51192449629,8.86907550371
2017-04-25,8.728,9.18,8.52938373417,8.92661626583
2017-04-26,8.7565,9.14,8.54152692947,8.97147307053
