ADX,DI_minus,DI_plus,date
17.1882505489,24.4258583631,21.9952830852,2016-12-12
16.8312185249,21.169077248,28.3553200538,2016-12-13
16.5217907708,18.3465336149,24.5746107133,2016-12-14
14.8411098654,19.6925267168,21.2979959515,2016-12-15
14.7710314192,24.626000142,18.458263158,2016-12-16
12.9125416072,21.3425334564,20.9901738528,2016-12-19
13.018582015,18.4968623289,24.3734594452,2016-12-20
11.3582837312,20.8857466984,21.1236648525,2016-12-21
11.2032485736,22.4640107455,18.3071762055,2016-12-22
13.252476826,27.3497714582,15.8662193781,2016-12-23
12.1416625479,23.7031352637,21.4795292827,2016-12-27
12.1175077825,20.5427172286,26.1243302907,2016-12-28
11.9259620248,28.0559985879,22.6410862519,2016-12-29
13.7407118404,33.0808544855,19.6222747517,2016-12-30
15.4631942303,29.3693109036,17.0059714514,2017-01-03
16.1398656014,25.4534027831,16.7795101869,2017-01-04
15.2205342319,22.0596157453,26.5538747673,2017-01-05
16.8999749693,19.118333646,33.8530274157,2017-01-06
18.9655113492,16.5692224932,32.4459810936,2017-01-09
19.4067625559,17.8746282898,28.1198502811,2017-01-10
20.2847736076,15.4913445178,26.3725409163,2017-01-11
23.6353873366,13.4258319154,35.7659921328,2017-01-12
27.8975497313,11.6357209934,40.7793317183,2017-01-13
28.5687533673,17.8312642251,35.3420874892,2017-01-17
29.1504631852,15.4537623284,30.6298091573,2017-01-18
30.4379019973,13.3932606846,30.3800384529,2017-01-19
32.2300267735,11.6074925933,29.7583385557,2017-01-20
34.2644162186,10.0598269142,28.2545274354,2017-01-23
37.3473766302,8.718516659,32.2006336966,2017-01-24
41.4516416997,7.55604777113,39.8609408673,2017-01-25
45.6936163604,6.54857473498,42.4428621701,2017-01-26
47.100100066,10.3018050955,36.7838138807,2017-01-27
44.5614114335,17.9087962517,31.8793053633,2017-01-30
42.3612146188,15.5209567514,27.6287313149,2017-01-31
42.27982957,13.4514958512,32.7345531564,2017-02-01
43.5246140673,11.6579630711,36.5310828613,2017-02-02
41.0201618389,19.1012506661,31.6602718131,2017-02-03
38.2213447876,18.2815394486,27.438902238,2017-02-06
37.6562918126,15.8440008554,32.1560847276,2017-02-07
38.5712337542,13.731467408,35.7676696423,2017-02-08
40.6319168495,11.900605087,39.8708200267,2017-02-09
43.1434192047,10.313857742,40.5787934667,2017-02-10
46.5407711652,8.93867670977,48.0383187613,2017-02-13
49.4851428644,7.74685314847,41.6332095931,2017-02-14
52.5517931086,6.71393939534,42.0881263975,2017-02-15
55.6109269267,5.81874747596,41.6721151161,2017-02-16
58.5924217628,5.04291447917,40.7437762528,2017-02-17
61.8166145426,4.37052588194,46.3724474479,2017-02-21
64.659983544,3.78778909769,41.1494821882,2017-02-22
64.6790154484,7.61660008537,35.6628845631,2017-02-23
60.2681270664,16.0655026966,30.907833288,2017-02-24
57.7757227429,13.9234356704,33.7392368991,2017-02-27
55.9341266788,12.066977581,31.0014935181,2017-02-28
54.5345058578,10.4580472369,27.8757745351,2017-03-01
51.68644,12.1228558771,24.1590045971,2017-03-02
47.9812309806,12.8608207748,20.9378039841,2017-03-03
41.884880404,18.9847343534,18.1460967862,2017-03-06
36.601376571,16.4534364396,15.7266172147,2017-03-07
34.6672682716,14.2596449143,22.3483987506,2017-03-08
34.9319547286,12.3583589257,26.6592587381,2017-03-09
35.6882329287,10.7105777356,25.3544272151,2017-03-10
36.3237042745,9.31583085495,21.9738369197,2017-03-13
32.6583610934,15.9525287002,19.0439919971,2017-03-14
29.9708404912,13.8255248735,17.7763814838,2017-03-15
28.7256857436,11.982121557,18.2117820667,2017-03-16
27.646551629,10.3845053494,15.7835444578,2017-03-17
29.4183822925,8.99990463618,21.4748182807,2017-03-20
27.4666649794,13.8182306839,18.6115091766,2017-03-21
24.3348711216,14.8957075062,16.1299746197,2017-03-22
23.0306808644,12.9096131721,17.3072002501,2017-03-23
20.7927956088,13.2358369314,14.9995735501,2017-03-24
20.6647107074,19.4314048361,12.9996304101,2017-03-27
19.2525394645,16.8405508579,20.6134522941,2017-03-28
21.2111106542,14.5951440769,29.5936144545,2017-03-29
23.2470799366,12.6491248666,27.1786464276,2017-03-30
27.2827317566,10.9625748844,36.2029605029,2017-03-31
31.4783428913,9.50089823314,36.5638566016,2017-04-03
36.3017228824,8.23411180206,42.6781098467,2017-04-04
41.353995603,7.13623022845,48.1700253133,2017-04-05
42.9450624108,12.7221772795,41.7473552715,2017-04-06
41.8815962884,17.432786252,36.1810412353,2017-04-07
42.2655228671,15.1084147517,39.5936154499,2017-04-10
42.9880449127,13.0939594515,36.963648661,2017-04-11
42.1856342653,14.7417529844,32.0351621729,2017-04-12
37.2602138653,24.9965370445,27.7638072165,2017-04-13
34.3653241115,21.6636654386,29.6407539788,2017-04-17
34.0761538416,18.7751767134,36.6060049428,2017-04-18
32.6394356391,19.7346608454,31.7252042838,2017-04-19
30.8267272326,18.6980770982,27.4951770459,2017-04-20
29.2557132803,16.2050001517,23.8291534398,2017-04-21
29.786641971,14.0443334648,28.0283001433,2017-04-24
29.4610897201,13.8590180788,24.2911934575,2017-04-25
31.4641737823,12.0111490016,31.2599679381,2017-04-26
